case_dt,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baselin,transit_stations_percent_change_from_baseline,Workplaces_percent_change_from_baseline,Residential_percent_change_from_baseline,Report_dt
2020/02/15,6.4383116,2.3790421,16.656366,4.305752,0.44095594,-0.5507726,136
2020/02/16,7.986545,2.5105286,17.794573,3.7502635,0.48375812,-0.6622114,63
2020/02/17,3.8659241,-0.3452728,27.884323,1.8092933,-17.582155,4.3639455,116
2020/02/18,-0.19312602,-1.2695361,5.355491,2.2435284,-0.0054904833,0.794598,132
2020/02/19,2.079837,0.5790795,7.988456,2.4743347,0.8844607,0.17734909,126
2020/02/20,0.17914654,-0.1536232,-1.2513587,1.9449716,-0.33820307,1.1409608,186
2020/02/21,2.5820189,-1.5315641,6.473965,3.4838412,0.5003734,0.73315895,149
2020/02/22,8.164094,3.5135467,35.312252,6.435923,3.061292,-1.1021739,135
2020/02/23,8.602704,3.98232,32.05476,6.7689033,2.4964788,-0.81763285,162
2020/02/24,1.6414704,0.11838266,7.1897287,0.9054054,2.8288987,0.38846642,283
2020/02/25,4.5433717,0.7748012,8.074405,2.2634099,1.1790553,0.17399497,226
2020/02/26,10.858083,3.8829207,4.8804035,4.705939,1.5668254,-0.47198007,286
2020/02/27,10.156224,3.5636742,10.209701,5.8293614,0.59721714,-0.10631645,276
2020/02/28,10.834986,5.35607,11.9720745,7.537815,2.2427185,-1.0451905,430
2020/02/29,14.697267,8.230611,22.886076,9.908537,2.9537735,-1.9750272,314
2020/03/01,19.60967,11.761384,30.420547,12.181622,3.5274558,-1.6366906,1184
2020/03/02,10.576843,5.771393,12.113235,3.2378168,3.5757127,-0.5214376,821
2020/03/03,16.065063,11.135976,21.627907,4.630456,1.7302053,-0.807094,903
2020/03/04,11.610561,6.9468355,19.575075,5.01537,2.0193996,-0.61001235,980
2020/03/05,11.003258,7.597234,20.21534,6.2647057,1.8702822,-0.6176837,1055
2020/03/06,8.097145,4.1408906,16.350756,7.5642457,2.1062639,-0.5177994,1357
2020/03/07,13.929474,9.698386,38.410885,12.505176,3.3961284,-1.6028138,1419
2020/03/08,16.803337,10.812909,58.136967,14.229008,2.2180905,-1.2313253,1706
2020/03/09,8.814676,7.099578,38.38924,5.2165356,0.90402365,-0.012722646,2917
2020/03/10,9.910331,8.236696,28.084639,4.7760468,-0.41404536,0.18644068,3689
2020/03/11,11.376442,11.504045,34.509464,5.7051406,-0.3456339,-0.33000624,4102
2020/03/12,11.360863,23.07557,28.919128,5.119732,-1.554947,0.15307403,5166
2020/03/13,6.2457595,26.360432,14.334728,2.2516248,-3.4346697,1.7049505,7122
2020/03/14,0.15530455,19.71309,13.988875,1.0946627,-0.375,2.4872081,7043
2020/03/15,-0.08081245,17.79823,17.858793,0.40531915,-4.7915635,2.9912827,9591
2020/03/16,-0.67644626,25.589077,8.137427,-4.9470134,-12.331506,5.6994643,13978
2020/03/17,-11.953621,17.798792,18.02795,-7.214149,-18.309576,8.552703,14760
2020/03/18,-17.798626,13.461538,19.573847,-9.396601,-21.907461,10.265474,16672
2020/03/19,-22.664532,11.757743,9.753364,-14.288372,-24.38594,12.105189,16482
2020/03/20,-27.62045,9.574172,10.1079235,-17.891088,-25.933914,14.08284,20020
2020/03/21,-33.57495,5.1154323,12.144291,-18.24635,-18.551804,10.389578,15222
2020/03/22,-36.76118,-6.414029,5.188045,-25.320162,-26.301994,9.742857,14981
2020/03/23,-31.181341,-2.9349558,-15.883818,-25.141798,-29.924046,14.656595,22542
2020/03/24,-34.608364,-8.236676,0.66472304,-23.697111,-34.01071,16.41907,21574
2020/03/25,-33.45268,-8.295521,3.4281344,-24.77686,-35.447895,16.639198,23580
2020/03/26,-33.908005,-8.388357,15.825545,-26.472776,-36.195503,17.0546,23623
2020/03/27,-36.51142,-10.306147,8.907586,-30.681938,-35.899384,18.62451,25272
2020/03/28,-40.7888,-12.296221,-11.966265,-33.328243,-27.14202,13.384515,20394
2020/03/29,-38.056877,-15.091603,-3.2753246,-35.16501,-31.969769,11.466468,19245
2020/03/30,-33.74127,-11.897967,-4.757709,-30.565777,-36.225494,16.374336,29892
2020/03/31,-34.826244,-11.101716,-6.3968253,-28.169117,-38.76797,17.896578,26147
2020/04/01,-29.987123,-3.1444867,5.344262,-26.800182,-39.043465,17.250565,31389
2020/04/02,-34.26765,-4.886942,2.2827687,-29.955975,-39.653873,18.347393,27232
2020/04/03,-36.444748,-4.281338,-9.118421,-34.051983,-39.38212,20.061996,28445
2020/04/04,-42.962578,-7.98366,-9.350962,-36.289375,-30.154676,14.052631,22790
2020/04/05,-41.18528,-12.18356,4.1627297,-39.474827,-34.26851,11.796969,21400
2020/04/06,-37.76266,-13.204849,8.364318,-32.628098,-38.981377,17.091892,32465
2020/04/07,-37.614574,-11.422111,15.0,-29.229147,-41.013493,17.880276,30703
2020/04/08,-37.27848,-10.706129,11.388199,-29.599634,-41.481876,17.81569,29734
2020/04/09,-37.77319,-9.107054,-6.713068,-32.52061,-42.0522,19.03876,26671
